feature,lgbm,rf,BayesianRidge,gbc,Adaboost,mean
1,0.0,0.011386876357324818,0.19739795428277485,0.027284274261717447,0.0,0.047213820980363426
2,0.0,0.11457284949567637,0.21329267356043322,0.033178123100309556,0.0,0.07220872923128382
3,0.0,0.11292614595001012,0.3464850248889572,0.006339386154555276,9.8254126554684e-06,0.09315207648123561
4,0.45614035087719296,0.012906985200553065,0.40897079605370473,0.008444145604196226,0.002682167713365154,0.17782888908980243
5,0.0,0.00442398049387758,0.32588602031576025,0.031769903984947646,0.0002609376877013347,0.07246816849645737
6,0.0,0.05055448282817376,0.29545665740422417,1.0,0.0,0.2692022280464796
7,0.06315789473684211,0.0017784379278929295,0.12080480884318028,0.0015185819212818635,0.00020063575125265574,0.03749207183608997
8,0.03508771929824561,0.01767208035673622,0.23564416270926755,0.027721573913608338,0.0,0.06322510725557154
9,0.0,0.016072386429612433,0.2736295510748467,0.08131068913461136,0.0,0.0742025253278141
10,0.0,0.011506478001498047,0.18811780743847814,0.002992823379920313,0.00028183286579670026,0.04057978833713864
11,0.3157894736842105,0.26199420209097984,0.1961849185635981,0.02129576499050537,0.20696907516891186,0.20044668689964115
12,0.21052631578947367,0.010656859076975635,0.043654212658754174,0.0010249831629796271,0.0047145707817411705,0.054115388293984844
13,0.1754385964912281,0.007944507465117165,0.11050230849029279,0.0006541076265292786,0.000190667689076327,0.058946037552448725
14,0.0,0.020844532481113575,0.1838404032185566,0.12743320695879762,0.0,0.06642362853169356
15,0.03508771929824561,0.010076769542714107,0.20311844729959455,0.0015135532041915414,8.766977813575733e-05,0.049976831824576316
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.00439262938368323,0.204009712268638,0.06793516682807,3.922247494244376e-05,0.055275346191066735
18,0.42105263157894735,0.14638314511770778,0.31437430130338107,0.3780819859566361,1.0,0.45197841279133444
19,0.0,0.007155328172387759,0.1008235977925522,0.04662189199445163,0.0,0.030920163591878318
20,0.10526315789473684,0.006033898139874723,0.14858971466000923,0.027163233074292057,3.071737661791072e-05,0.05741614422910616
21,0.0,0.02561667853261472,0.0940512553622665,0.1735557247829839,0.0,0.05864473173557302
22,0.21052631578947367,0.5601790744042374,0.36768080643711304,0.019825050754133912,0.4827480981266428,0.3281918691023202
23,0.9473684210526315,0.01146810966485266,0.16156470680744284,0.005748315087140068,0.0,0.22522991052241342
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.42105263157894735,0.5001698883203757,0.26217594839599856,0.0017315082275203054,0.41424913593748974,0.3198758224920663
26,0.10526315789473684,0.019185340882177767,0.42687436573811116,7.950133102454975e-05,0.0,0.11028047316921005
27,0.21052631578947367,0.028345778090102896,0.11054395605100995,0.0006088715018056799,0.0002860015336144905,0.07006218459320132
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.016072386429612433,0.2736295510748467,0.08131068913461136,0.0,0.0742025253278141
30,0.0,0.0002056705181533491,0.034744608018692495,3.800886142990713e-05,0.0,0.006997657479655151
31,0.0,0.02561667853261472,0.0940512553622665,0.1735557247829839,0.0,0.05864473173557302
32,0.2631578947368421,0.007607490711446716,0.15766715511167975,0.018679670736357293,0.0064998350035795965,0.0907224092599811
33,0.0,0.007680727717593906,0.18214554200489994,0.00032971080955702974,0.01379581840403466,0.04079035978721711
34,0.10526315789473684,0.011091415686988619,0.11701458800631387,0.00069327131330426,0.0002860015336144905,0.04686968688699162
35,0.0,0.006822477885519043,0.1846867794735746,0.023081758911943202,2.8427499734690035e-05,0.0429238887541543
36,0.0,0.003708497610966767,0.19257741423009006,0.01824301747423402,0.0,0.04290578586305817
37,0.0,0.002729675672632538,0.14938338557346761,0.0003903877865183411,0.0,0.0305006898065237
38,0.21052631578947367,0.05483805871488754,0.45880840594879413,0.01981485153044878,0.0,0.14879752639672084
39,0.0,0.006387402828455179,0.23985733131744008,0.12815026636351567,0.0,0.07487900010188218
40,0.13157894736842105,0.016320779901815324,0.1378842740288516,0.00024054425188220846,0.0003351121000563502,0.0572719315302053
41,0.2807017543859649,0.3388236506398034,0.2522280405301748,0.0283663186754501,0.27588760420492175,0.23520147368726302
42,0.0,0.002986987275125076,0.04429704620288255,0.0008265922820232834,0.0004154308548422482,0.009705211322974631
43,0.02631578947368421,0.0020946298853681926,0.19622095262753747,0.005954805264354181,0.00041700272065346526,0.0462006359943195
44,0.0,0.020844532481113575,0.1838404032185566,0.12743320695879762,0.0,0.06642362853169356
45,0.0,0.00039856548979781697,0.08577862524412438,0.0003623499672756332,0.0,0.017307908140239567
46,0.42105263157894735,0.5028341998464951,0.37764293177722763,0.002258066366175592,0.4138654740131043,0.34353066071639
47,0.7368421052631579,0.004160433468195631,0.1157364886283471,0.006950031650865363,0.0012933396751406716,0.17299647973714133
48,0.10526315789473684,0.023515471530273942,0.1253928569850493,0.08727693967486684,0.0002860015336144905,0.06834688552370827
49,0.0,0.022502354215958472,0.2976474176255447,0.09622846759328184,0.0,0.083275647886957
50,0.05263157894736842,0.005945195524580246,0.2896112567245182,0.0033360541426644876,0.00011735999786696645,0.07032828906739966
51,0.2631578947368421,0.003041119929180045,0.10932797430295943,0.0004699336611169606,0.00010223059459336794,0.07521983064493838
52,0.0,0.016072386429612433,0.2736295510748467,0.08131068913461136,0.0,0.0742025253278141
53,0.13157894736842105,0.029765932581283835,0.2671945508132153,0.1316196661397165,0.0005257082250821447,0.11213696102554375
54,0.631578947368421,0.012789662672489276,0.5084158311763067,1.3055463993571396e-05,0.00038883928677898504,0.23063726719359795
55,0.42105263157894735,0.5080361932148062,0.33545274817320003,0.04236830302953733,0.4138314063073827,0.34414825646077474
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.47368421052631576,0.005354962830044159,0.4890603542790657,0.011829001793609033,0.00016601051617982966,0.1960189079890429
58,0.8421052631578947,1.0,0.3972759452715533,0.0034259169244632917,0.8276628126147654,0.6140939875937353
59,0.21052631578947367,0.02141426452793316,0.15673445860783206,0.0009981545667497814,0.000572003067228981,0.07804903931184354
